area_type,availability,location,society,bhk,sqft,bath,balcony,price
Super built-up  Area,Ready To Move,Kanakpura Road,Hahtsya,3,1610,3,3,78.5
Super built-up  Area,Ready To Move,Vittasandra,Prlla C,3,1743,3,2,85
Super built-up  Area,Ready To Move,Rachenahalli,,2,1220,2,2,59.5
Super built-up  Area,Ready To Move,Marathahalli,,2,1075,2,2,52.43
Super built-up  Area,Ready To Move,Electronic City,GMown E,2,1025,2,1,50
Super built-up  Area,Ready To Move,CV Raman Nagar,Madener,2,1025,2,2,50
Super built-up  Area,Ready To Move,Dodda Nekkundi,,2,1148,2,1,56
Super built-up  Area,Ready To Move,Jigani,DLhtsen,3,1230,3,3,60
Super built-up  Area,Ready To Move,Kothanur,,3,1435,3,3,70
Super built-up  Area,Ready To Move,Hiremath Layout,,3,1435,3,3,70
Built-up  Area,Ready To Move,Ashirvad Colony,VMowsea,4,2050,3,1,100
Super built-up  Area,Ready To Move,Kundalahalli,Rasom B,2,1010,2,1,49.27
Super built-up  Area,Ready To Move,Marathahalli,,2,1071,2,2,52.25
Super built-up  Area,Ready To Move,Neeladri Nagar,GeereEc,3,2111,3,2,103
Super built-up  Area,21-Sep,9th Phase JP Nagar,Vasisvi,2,1073,2,1,52.36
Super built-up  Area,Ready To Move,Atmananda Colony,,2,1127,2,2,55
Super built-up  Area,Ready To Move,HBR Layout,Feissx ,2,1004,2,1,49
Super built-up  Area,18-May,Hosa Road,Pamesy ,3,1639,3,1,80
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,Ely 3Em,2,1270,2,2,62
Built-up  Area,Ready To Move,Sonnenahalli,DSgam S,2,896,2,1,43.75
Built-up  Area,Ready To Move,Kanakpura Road,PuandHi,3,1843,3,2,90
Super built-up  Area,18-May,Electronic City Phase II,SNbay G,4,2150,4,0,105
Super built-up  Area,Ready To Move,Akshaya Nagar,,2,1126,2,1,55
Built-up  Area,Ready To Move,Whitefield,SneurGr,3,1740,3,3,85
Super built-up  Area,Ready To Move,Kothanur,,2,1187,2,2,58
Super built-up  Area,20-Dec,Electronic City,KonteiT,4,2435,4,3,119
Super built-up  Area,Ready To Move,Hessarghatta,StwarSi,3,1330,3,2,65
Built-up  Area,Ready To Move,Vasantha Vallabha Nagar,Nentsan,2,900,1,1,44
Super built-up  Area,Ready To Move,Doctors Layout,Mavelr ,2,1125,2,1,55
Super built-up  Area,Ready To Move,Atmananda Colony,,2,1125,2,2,55
Super built-up  Area,Ready To Move,Marathahalli,,2,1125,2,3,55
Super built-up  Area,Ready To Move,Electronic City,Palleon,3,1350,3,2,66
Super built-up  Area,Ready To Move,Ngef Layout,,3,1800,3,2,88
Built-up  Area,18-Dec,Kanakpura Road,,4,2250,4,1,110
Super built-up  Area,18-May,Devanahalli,Pardsri,1,1020,2,1,49.87
Super built-up  Area,Ready To Move,Kudlu,MRvar S,2,1084,2,1,53
Super built-up  Area,18-Apr,Munnekollal,Sadhii ,2,1030,2,1,50.36
Built-up  Area,18-Mar,Hoodi,,4,2863,4,1,140
Super built-up  Area,Ready To Move,Budigere,PrityTr,3,1820,3,2,89
Super built-up  Area,20-Dec,Electronic City,KonteiT,2,1213,2,1,59.32
Super built-up  Area,Ready To Move,Kothanur,,2,1186,2,2,58
Built-up  Area,Ready To Move,Hoodi,Macanr ,3,1370,3,2,67
Super built-up  Area,Ready To Move,Kothanur,,2,1145,2,2,56
Super built-up  Area,Ready To Move,Marathahalli,,2,1026,2,1,50.18
Super built-up  Area,Ready To Move,Budigere,PrityTr,2,1153,2,2,56.4
Super built-up  Area,Ready To Move,Marathahalli,,2,1019,2,2,49.85
Built-up  Area,Ready To Move,Munnekollal,Keids O,3,1390,3,2,68
Super built-up  Area,Ready To Move,Marathahalli,,2,1019,2,2,49.86
Super built-up  Area,18-Apr,Marathahalli,,2,1019,2,2,49.86
Super built-up  Area,Ready To Move,Electronics City Phase 1,Courf T,3,1124,2,2,55
Built-up  Area,Ready To Move,Kanakpura Road,,3,1737,3,3,85
Super built-up  Area,Ready To Move,Shivaji Nagar,,3,1226,2,2,60
Super built-up  Area,Ready To Move,Kothanur,,2,1185,2,2,58
Super built-up  Area,18-Apr,Munnekollal,Sadhii ,2,950,2,1,46.5
Built-up  Area,Ready To Move,Kodbisanhalli,KSideas,3,1430,3,2,70
Super built-up  Area,Ready To Move,Kammasandra,Icingpy,2,674,2,1,33
Super built-up  Area,Ready To Move,Bellandur,,2,1205,2,1,59
Super built-up  Area,Ready To Move,Varthur,Vaensia,3,1450,3,2,71
Super built-up  Area,19-Dec,Hoodi,Caycend,3,1644,3,3,80.51
Super built-up  Area,Ready To Move,Nagasandra,,2,980,2,1,48
Super built-up  Area,18-Aug,Kanakpura Road,,2,1225,2,2,60
Built-up  Area,Ready To Move,Mallathahalli,Viers S,3,1225,3,3,60
Super built-up  Area,Ready To Move,Harlur,SrEndPo,3,2450,3,0,120
Super built-up  Area,Ready To Move,Padmanabhanagar,Naasyak,3,1531,2,0,75
Super built-up  Area,Ready To Move,Uttarahalli,,2,1286,2,2,63
Built-up  Area,Ready To Move,Hennur Road,Koagati,2,1066,2,1,52.23
Super built-up  Area,Ready To Move,Budigere,PrityTr,2,1153,2,2,56.5
Super built-up  Area,Ready To Move,Budigere,PrityTr,2,1153,2,2,56.5
Super built-up  Area,Ready To Move,Vittasandra,Prlla C,2,1404,2,1,68.8
Super built-up  Area,Ready To Move,Hormavu,,2,765,2,1,37.49
Super built-up  Area,Ready To Move,Marathahalli,,2,957,2,1,46.9
Super built-up  Area,Ready To Move,Jigani,DLhtsan,2,918,2,2,45
Super built-up  Area,Ready To Move,Basavanagara,,3,1428,2,1,70
Super built-up  Area,Ready To Move,Whitefield,PaantPl,3,1530,3,3,75
Super built-up  Area,Ready To Move,Akshaya Nagar,,3,1897,4,2,93
Super built-up  Area,18-Sep,Hennur Road,Shxorm ,3,1550,3,0,75.99
Super built-up  Area,Ready To Move,Electronic City Phase II,Assha A,2,775,2,2,38
Super built-up  Area,Ready To Move,Kothanur,,2,1142,2,2,56
Super built-up  Area,Ready To Move,Budigere,PrityTr,2,1153,2,2,56.55
Super built-up  Area,Ready To Move,Hosur Road,UmrldDr,3,1733,2,3,85
Super built-up  Area,Ready To Move,Electronic City,Goty  E,3,1631,3,2,80
Super built-up  Area,Ready To Move,Budigere,PrityTr,2,1162,2,1,57
Super built-up  Area,Ready To Move,RWF West Colony,PancyRe,3,1427,2,3,70
Super built-up  Area,Ready To Move,Yelahanka,NCowsar,3,1692,3,2,83
Super built-up  Area,Ready To Move,Kenchenahalli,Unateit,2,1060,2,2,52
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar 5th Stage,Amnavdr,2,1060,2,1,52
Super built-up  Area,Ready To Move,Electronic City,GMown E,2,1060,2,1,52
Super built-up  Area,Ready To Move,Mallasandra,GMilse ,2,1325,2,,65
Super built-up  Area,Ready To Move,Bellandur,GoncyRe,2,1325,2,2,65
Super built-up  Area,Ready To Move,Nagarbhavi,SVdhaig,2,1223,2,1,60
Super built-up  Area,Ready To Move,Subramanyapura,Prldsri,3,1278,3,2,62.71
Super built-up  Area,Ready To Move,5th Phase JP Nagar,Maodser,2,1080,2,1,53
Super built-up  Area,18-Apr,Anwar Layout,UKicte ,1,660,1,0,32.39
Super built-up  Area,Ready To Move,Begur,Prorath,2,815,2,1,40
Super built-up  Area,Ready To Move,P&T Layout,Sashaa ,2,935,2,1,45.9
Super built-up  Area,Ready To Move,Vidyaranyapura,,2,1100,2,1,54
Super built-up  Area,Ready To Move,Hebbal,,2,1100,2,1,54
Super built-up  Area,Ready To Move,Vidyaranyapura,,2,1100,2,1,54
Super built-up  Area,Ready To Move,Vidyaranyapura,,2,1100,2,1,54
Super built-up  Area,Ready To Move,Kodigehaali,Shyas S,3,1324,3,2,65
Super built-up  Area,Ready To Move,Nehru Nagar,Undge T,4,2342,3,2,115
Super built-up  Area,Ready To Move,Yelahanka,Rarthne,2,1120,2,2,55
Super built-up  Area,Ready To Move,CV Raman Nagar,Srshq T,2,1120,2,2,55
Super built-up  Area,Ready To Move,Marathahalli,,2,957,2,1,47
Super built-up  Area,18-Apr,Marathahalli,,2,957,2,1,47
Super built-up  Area,Ready To Move,Bellandur,OriewLa,3,1830,3,3,89.89
Super built-up  Area,Ready To Move,Whitefield,PaantPl,2,1140,2,1,56
Super built-up  Area,Ready To Move,Hennur Road,,2,1140,2,2,56
Super built-up  Area,Ready To Move,Hiremath Layout,,2,1140,2,2,56
Super built-up  Area,Ready To Move,Kothanur,,2,1140,2,2,56
Super built-up  Area,18-Mar,Kothanur,,2,1140,2,2,56
Super built-up  Area,Ready To Move,Kalena Agrahara,Shodsth,3,1425,2,1,70
Super built-up  Area,Ready To Move,Yelahanka,,4,3175,4,1,156
Super built-up  Area,Ready To Move,kadubisnahalli,,2,1160,2,2,57
Super built-up  Area,Ready To Move,Kothanur,,2,1160,2,2,57
Built-up  Area,Ready To Move,Basaveshwara Nagar,,2,1180,2,3,58
Super built-up  Area,Ready To Move,Horamavu Banaswadi,,2,1180,2,2,58
Built-up  Area,Ready To Move,Thanisandra,Pronyt ,3,1241,2,1,61
Super built-up  Area,Ready To Move,Marathahalli,,2,950,2,2,46.7
Super built-up  Area,Ready To Move,Electronic City,GMown E,2,1200,2,1,59
Super built-up  Area,Ready To Move,Kothanur,,3,1454,3,3,71.5
Super built-up  Area,Ready To Move,Budigere,PrityTr,2,1153,2,2,56.7
Super built-up  Area,Ready To Move,Kanakpura Road,Hahtsya,2,1220,2,2,60
Super built-up  Area,Ready To Move,Bellandur,,2,1220,2,2,60
Super built-up  Area,Ready To Move,Chikbasavanapura,SatonLi,2,1220,2,2,60
Super built-up  Area,Ready To Move,Bellandur,OriewLa,3,1830,3,,90
Super built-up  Area,21-May,Kanakpura Road,GolusLi,2,1309,2,3,64.39
Super built-up  Area,Ready To Move,Gollarapalya Hosahalli,Mauner ,2,996,2,2,49
Super built-up  Area,19-Jul,Ramamurthy Nagar,Vaharvi,2,1050,2,1,51.66
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,Keave E,3,1260,2,1,62
Super built-up  Area,18-Jun,Sadaramangala,Maade P,2,1260,2,1,62
Built-up  Area,Ready To Move,9th Phase JP Nagar,ImiteEl,3,1890,2,,93
Built-up  Area,Ready To Move,Kammanahalli,,5,2845,5,1,140
Super built-up  Area,19-Dec,Devanahalli,Jurdsig,3,1520,,,74.82
Super built-up  Area,20-Dec,Judicial Layout,PrarePa,3,1300,3,1,64
Super built-up  Area,22-Dec,2nd Phase Judicial Layout,,3,1300,3,2,64
Built-up  Area,21-Dec,"Judicial Layout, Kanakapura Road, ",,3,1300,3,2,64
Super built-up  Area,21-Jan,Kanakpura Road,PrarePa,3,1300,3,1,64
Plot  Area,18-May,Margondanahalli,,3,1625,3,0,80
Built-up  Area,Ready To Move,Hulimavu,Naepa D,3,1320,2,2,65
Built-up  Area,Ready To Move,Kodigehaali,Shyas S,3,1320,3,0,65
Built-up  Area,Ready To Move,Whitefield,,3,1990,3,3,98
Super built-up  Area,Ready To Move,Tumkur Road,Redarav,2,1066,2,2,52.5
Super built-up  Area,18-Aug,Kanakpura Road,,3,1401,3,2,69
Super built-up  Area,Ready To Move,Kaggadasapura,,3,1340,3,1,66
Built-up  Area,Ready To Move,Hennur Road,Baesta ,2,1015,2,2,50
Super built-up  Area,21-May,Kanakpura Road,GolusLi,2,1283,2,2,63.22
Built-up  Area,Ready To Move,Hormavu,Cadel C,3,1725,3,2,85
Built-up  Area,Ready To Move,Bannerghatta Road,Malmser,3,1725,3,3,85
Super built-up  Area,Ready To Move,Kacharakanahalli,JPoldGo,3,1400,3,3,69
Super built-up  Area,Ready To Move,Bannerghatta Road,SNity S,3,1400,3,2,69
Super built-up  Area,Ready To Move,Rajasree Layout,Itbhaa ,3,1420,3,3,70
Super built-up  Area,Ready To Move,Kothanur,,2,1075,2,2,53
Super built-up  Area,Ready To Move,Whitefield,,2,1075,2,1,53
Super built-up  Area,18-Mar,Kothanur,,2,1075,2,2,53
Super built-up  Area,Ready To Move,Bannerghatta Road,SNity S,3,1460,2,2,72
Super built-up  Area,Ready To Move,Jakkur,Soral C,3,1622,2,0,80
Super built-up  Area,Ready To Move,Murugeshpalya,Vestas ,3,1845,3,3,91
Super built-up  Area,20-Jun,Budigere,Brstaue,2,1150,2,0,56.725
Super built-up  Area,Ready To Move,Whitefield,Gamesti,2,1115,2,1,55
Built-up  Area,Ready To Move,Jayanti Nagar,,2,760,2,1,37.49
Built-up  Area,Ready To Move,Horamavu Agara,,2,760,2,2,37.49
Super built-up  Area,19-Apr,Mysore Road,Brama P,3,1500,3,2,74
Built-up  Area,Ready To Move,6th Phase JP Nagar,,2,1216,2,2,60
Super built-up  Area,Ready To Move,Dasarahalli,Syonyph,3,1520,2,1,75
Super built-up  Area,Ready To Move,Electronic City,GMown E,2,770,1,1,38
Built-up  Area,Ready To Move,Electronic City Phase II,,2,1155,2,1,57
Super built-up  Area,Ready To Move,Maithri Layout,Lalipa ,3,1540,3,3,76
Super built-up  Area,Ready To Move,Vittasandra,Prlla C,2,1404,2,1,69.3
Super built-up  Area,Ready To Move,Kothanur,,2,1094,2,2,54
Super built-up  Area,Ready To Move,Hennur Road,,2,1195,2,2,59
Super built-up  Area,Ready To Move,Kothanur,,2,1195,2,2,59
Super built-up  Area,18-Jul,Kasavanhalli,Oca 2 V,3,1600,3,3,79
Built-up  Area,Ready To Move,Kudlu,GKityde,3,1600,3,3,79
Built-up  Area,Ready To Move,Shree Ananth Nagar Layout,PrinePr,2,1154,2,1,57
Super built-up  Area,Ready To Move,Devanahalli,Cerdsga,2,1080,2,0,53.35
Super built-up  Area,Ready To Move,Electronic City,Briumri,3,1518,3,3,75
Super built-up  Area,Ready To Move,Electronics City Phase 1,Courf T,2,1113.12,2,2,55
Super built-up  Area,Ready To Move,Seethappa Layout,,2,850,2,1,42
Built-up  Area,Ready To Move,7th Phase JP Nagar,Prhna S,2,850,2,2,42
Super built-up  Area,Ready To Move,Rachenahalli,Paentta,2,1113,2,1,55
Super built-up  Area,18-Dec,Kanakapura,GoityEt,2,1295,2,2,64
Super built-up  Area,Ready To Move,Hennur,Shateor,2,1295,2,1,64
Super built-up  Area,Ready To Move,Munnekollal,DSalehn,3,1750,3,3,86.5
Built-up  Area,Ready To Move,Chikkanahalli,,2,1052,2,2,52
Super built-up  Area,Ready To Move,GM Palaya,MSuntra,3,1315,3,1,65
Super built-up  Area,Ready To Move,Hebbal,Viave E,3,1315,3,3,65
Built-up  Area,Ready To Move,GM Palaya,Scsta V,3,1315,2,2,65
Built-up  Area,Ready To Move,Akash Nagar,,2,967,2,1,47.8
Super built-up  Area,18-Apr,Marathahalli,,2,950,2,1,46.96
Built-up  Area,20-Dec,"Hoodi Circle, ",,2,1234,2,1,61
Super built-up  Area,Ready To Move,Panathur,Isncasa,3,1861,3,3,92
Super built-up  Area,Ready To Move,Budigere,PrityTr,2,1153,2,2,57
Super built-up  Area,18-Mar,9th Phase JP Nagar,HMigond,3,1780,3,2,88
Super built-up  Area,Ready To Move,Arekere,Prdowth,2,900,2,1,44.5
Super built-up  Area,19-Dec,Whitefield,Oreldhi,2,1173,2,1,58
Super built-up  Area,18-Apr,Electronic City,Prarkun,2,1355,2,1,67
Super built-up  Area,Ready To Move,Bommanahalli,Kut 3or,2,910,2,1,45
Super built-up  Area,18-May,Rachenahalli,AsNowre,1,660,1,0,32.64
Super built-up  Area,Ready To Move,Singasandra,EAvarum,3,1476,2,1,73
Super built-up  Area,Ready To Move,Marathahalli,,3,1385,2,2,68.5
Super built-up  Area,Ready To Move,BTM 2nd Stage,,2,930,2,2,46
Super built-up  Area,Ready To Move,Kaggalipura,Baowsig,2,950,2,1,47
Carpet  Area,Ready To Move,Maruthi Sevanagar,SMikaay,2,950,2,2,47
Super built-up  Area,Ready To Move,RMV Extension,DSureSi,2,1152,2,1,57
Super built-up  Area,Ready To Move,Jakkur,,3,1374,3,2,68
Super built-up  Area,21-Dec,Thanisandra,Bhe 2ko,1,693,1,1,34.3
Built-up  Area,21-Dec,Thanisandra,Bhe 2ko,1,693,1,1,34.3
Super built-up  Area,21-Nov,Thanisandra,Bhe 2ko,3,1732,3,3,85.73
Super built-up  Area,21-Dec,Thanisandra,Bhe 2ko,3,1732,3,1,85.73
Super built-up  Area,21-Dec,Thanisandra,Bhe 2ko,3,1732,3,1,85.73
Super built-up  Area,21-Dec,Thanisandra,Bhe 2ko,2,1437,2,1,71.13
Built-up  Area,18-Jun,"Off Sarjapur Road, ",,3,1798,3,2,89
Super built-up  Area,21-Dec,Thanisandra,Bhe 2ko,2,1340,2,1,66.33
Super built-up  Area,Ready To Move,LB Shastri Nagar,ThhtsV ,2,1000,2,1,49.5
Super built-up  Area,Ready To Move,Varanasi,,5,2000,4,1,99
Super built-up  Area,Ready To Move,Thanisandra,Bhmesy ,3,2000,3,2,99
Plot  Area,Ready To Move,Bank Avenue,,4,2000,4,2,99
Super built-up  Area,21-Nov,Thanisandra,Bhe 2ko,2,1183,2,2,58.56
Super built-up  Area,21-Dec,Thanisandra,Bhe 2ko,2,1183,2,1,58.56
Built-up  Area,21-Dec,Thanisandra,Bhe 2ko,1,923,1,1,45.69
Super built-up  Area,21-Dec,Thanisandra,Bhe 2ko,1,663,1,0,32.82
Built-up  Area,Ready To Move,Channasandra,,2,808,2,1,40
Super built-up  Area,Ready To Move,Kadugodi,SLoven ,2,1010,2,1,50
Super built-up  Area,Ready To Move,Begur Road,MJilayl,3,1444,2,2,71.5
Super built-up  Area,18-Mar,Kanakapura,,2,929,2,1,46
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,Tentsw ,3,1575,2,2,78
Super built-up  Area,Ready To Move,Marathahalli,Aiitya ,3,1575,3,,78
Super built-up  Area,Ready To Move,Electronic City,GMown E,2,1070,2,1,53
Super built-up  Area,Ready To Move,Yelenahalli,Nisisn ,2,1090,2,1,54
Super built-up  Area,Ready To Move,Mylasandra,Laowsba,2,1110,2,2,55
Super built-up  Area,Ready To Move,Brookefield,Srluei ,2,1130,2,2,56
Super built-up  Area,Ready To Move,HSR Layout,SrisePo,2,1372,2,1,68
Built-up  Area,Ready To Move,Hebbal,,2,1150,2,1,57
Super built-up  Area,Ready To Move,Kenchenahalli,AriosPa,2,1150,2,2,57
Super built-up  Area,Ready To Move,Bikasipura,,3,1654,3,3,82
Super built-up  Area,21-Dec,Thanisandra,Bhe 2ko,4,2259,3,2,112
Super built-up  Area,Ready To Move,Whitefield,,2,1190,2,3,59
Super built-up  Area,Ready To Move,Yemlur,Saensar,2,1210,2,1,60
Built-up  Area,Ready To Move,Varthur,Vaensia,2,1210,2,1,60
Super built-up  Area,Ready To Move,Shree Ananth Nagar Layout,Aaityi ,2,1210,2,2,60
Super built-up  Area,Ready To Move,Rachenahalli,,2,1050,2,2,52.07
Super built-up  Area,Ready To Move,Rachenahalli,,2,1050,2,2,52.07
Super built-up  Area,Ready To Move,Rachenahalli,,2,1050,2,2,52.08
Super built-up  Area,Ready To Move,Rachenahalli,,2,1050,2,2,52.08
Super built-up  Area,20-Dec,Jalahalli West,,2,1250,2,1,62
Built-up  Area,Ready To Move,Electronic City,Prhtsua,2,1250,2,1,62
Super built-up  Area,Ready To Move,Budigere,PrityTr,2,1139,2,2,56.5
Built-up  Area,Ready To Move,Electronics City Phase 1,,2,1028,2,1,51
Super built-up  Area,Ready To Move,Rachenahalli,,2,1050,2,2,52.1
Super built-up  Area,Ready To Move,7th Phase JP Nagar,,2,1236,2,2,61.33
Super built-up  Area,Ready To Move,Kanakpura Road,Wiowsri,2,1010,2,0,50.125
Super built-up  Area,Ready To Move,Kanakpura Road,Wiowsri,3,1430,,,70.99
Super built-up  Area,Ready To Move,Hennur Road,Koagati,2,987,2,1,49
Super built-up  Area,Ready To Move,Nehru Nagar,Undge T,3,1269,2,2,63
Super built-up  Area,Ready To Move,Choodasandra,Maidsr ,2,725,2,2,36
Built-up  Area,Ready To Move,Hulimavu,Srise P,3,1450,3,3,72
Built-up  Area,Ready To Move,Horamavu Agara,,2,755,2,1,37.49
Super built-up  Area,Ready To Move,Singasandra,,3,1510,3,2,75
Built-up  Area,Ready To Move,Frazer Town,Loente ,3,1510,2,1,75
Super built-up  Area,Ready To Move,Gollahalli,MJlese ,3,1570,3,2,78
Super built-up  Area,17-Jul,Balagere,HiqueMa,3,1590,3,2,79
Super built-up  Area,Ready To Move,Ayappa Nagar,Spity E,3,1449,3,1,72
Super built-up  Area,20-Dec,Electronic City,KonteiT,4,2093,4,1,104
Built-up  Area,Ready To Move,Ardendale,Mahtsba,3,1650,3,3,82
Super built-up  Area,Ready To Move,Ardendale,Mahtsba,3,1650,3,3,82
Super built-up  Area,19-Jan,7th Phase JP Nagar,,2,1187,2,1,59
Super built-up  Area,Ready To Move,Haralur Road,,3,1710,3,2,85
Super built-up  Area,Ready To Move,Harlur,,3,1710,3,2,85
Super built-up  Area,Ready To Move,Harlur,SrEndPo,3,1710,3,3,85
Super built-up  Area,Ready To Move,Reliaable Tranquil Layout,Sariana,3,1508,3,1,75
Super built-up  Area,18-Apr,Reliaable Tranquil Layout,Sariana,3,1508,3,1,75
Super built-up  Area,22-Mar,Kanakapura,,2,945,2,1,47
Built-up  Area,Ready To Move,Poorna Pragna Layout,Pathira,2,965,2,2,48
Super built-up  Area,Ready To Move,Sarjapur  Road,Asira E,2,985,2,1,49
Super built-up  Area,Ready To Move,Electronic City,Pao 3ow,3,1275,3,3,63.43
Super built-up  Area,Ready To Move,9th Phase JP Nagar,NaensGa,2,1005,2,1,50
Super built-up  Area,Ready To Move,Kengeri,,2,1035,2,1,51.5
Carpet  Area,Ready To Move,Lingarajapuram,Glnetch,2,1203,2,1,59.86
Built-up  Area,Ready To Move,Begur,Arntyi ,2,1306,2,3,65
Super built-up  Area,Ready To Move,Badavala Nagar,CMDewun,2,1145,2,2,57
Super built-up  Area,Ready To Move,Kothanur,,2,1185,2,2,59
Super built-up  Area,18-Mar,Kothanur,,2,1185,2,2,59
Super built-up  Area,Ready To Move,Gunjur Palya,,3,1426,2,3,71
Super built-up  Area,Ready To Move,Akshayanagara West,Ajomaa ,2,1205,2,2,60
Super built-up  Area,18-May,Electronics City Phase 1,Shitt S,2,1205,2,2,60
Super built-up  Area,Ready To Move,Hosa Road,,2,1245,2,1,62
Super built-up  Area,Ready To Move,Haralur Road,,2,1245,2,3,62
Super built-up  Area,19-Dec,Electronics City Phase 1,Shitt S,2,1200,2,2,59.76
Super built-up  Area,19-Sep,Whitefield,,2,1295,2,1,64.5
Super built-up  Area,Ready To Move,Electronic City Phase II,,3,1305,3,1,65
Built-up  Area,18-Apr,Yelahanka,Hotat H,3,1847,3,3,92
Built-up  Area,19-Dec,Uttarahalli,,2,1345,2,1,67
Super built-up  Area,Ready To Move,Hormavu,ARureig,3,1385,2,2,69
Built-up  Area,Ready To Move,B Narayanapura,ShentAp,3,1405,2,2,70
Built-up  Area,Ready To Move,Basava Nagar,Saarea ,2,1405,2,2,70
Super built-up  Area,19-Dec,Kanakapura,GoityEt,1,712,1,0,35.475
Super built-up  Area,Ready To Move,Kambipura,,2,883,2,1,44
Built-up  Area,Ready To Move,Sarjapur  Road,,3,1565,3,2,78
Built-up  Area,Ready To Move,Kalena Agrahara,Rahidhi,3,1565,3,2,78
Super built-up  Area,Ready To Move,Dodda Nekkundi,Vandaac,3,1585,2,2,79
Super built-up  Area,Ready To Move,Begur,Spews L,3,1304,3,0,65
Super built-up  Area,Ready To Move,Kadugodi,,3,1645,2,2,82
Super built-up  Area,Ready To Move,Yelahanka,Prensya,3,1705,3,2,85
Super built-up  Area,Ready To Move,Vittasandra,Prlla C,2,1404,2,2,70
Super built-up  Area,Ready To Move,Vittasandra,Prlla C,2,1404,2,1,70
Carpet  Area,Ready To Move,Naganathapura,Malmsri,2,1103,2,1,55
Built-up  Area,Ready To Move,Yelachenahalli,,2,1103,2,2,55
Super built-up  Area,Ready To Move,Hormavu,ARureig,2,1123,2,1,56
Super built-up  Area,Ready To Move,Budigere,PrityTr,2,1139,2,2,56.8
Built-up  Area,Ready To Move,HSR Layout,VaiewV ,2,1203,2,2,60
Super built-up  Area,Ready To Move,HSR Layout,VaiewV ,2,1203,2,2,60
Super built-up  Area,Ready To Move,Neeladri Nagar,GeereEc,2,1363,2,2,68
Super built-up  Area,18-Dec,Old Madras Road,Saesttt,3,1530,3,2,76.34
Super built-up  Area,20-Oct,Banashankari Stage VI,Brens7 ,3,1392,3,1,69.46
Super built-up  Area,Ready To Move,Hormavu,ARureig,2,1018,2,1,50.8
Super built-up  Area,Ready To Move,Budigere,PrityTr,2,1139,2,2,56.85
Super built-up  Area,Ready To Move,Budigere,PrityTr,2,1162,2,1,58
Super built-up  Area,Ready To Move,Budigere,PrityTr,2,1162,2,1,58
Super built-up  Area,Ready To Move,Chelekare,,2,1250,2,1,62.4
Super built-up  Area,Ready To Move,Ashwath Nagar,SJcerpe,2,1262,2,2,63
Super built-up  Area,18-Jun,Balagere,Soresea,1,661,1,1,33
Super built-up  Area,Ready To Move,Bellandur,,2,1201,2,2,59.99
Super built-up  Area,19-Dec,Battarahalli,PaontWa,3,2082,3,2,104
Super built-up  Area,Ready To Move,Hormavu,ARureig,2,1075,2,1,53.7
Super built-up  Area,Ready To Move,Hormavu,ARureig,2,1075,2,1,53.7
Super built-up  Area,Ready To Move,Budigere,PrityTr,2,1087,2,1,54.3
Super built-up  Area,Ready To Move,Whitefield,Nillsre,2,1301,2,2,65
Super built-up  Area,21-Dec,Kanakpura Road,PrarePa,2,700,2,1,34.98
Super built-up  Area,18-Dec,Sonnenahalli,Skacak ,2,1011,2,1,50.53
Super built-up  Area,21-Jan,Kanakpura Road,PrarePa,2,700,2,1,34.99
